Año;Ramas de actividad;Tamaño de la empresa;Tipo de indicador;Total
2009;TOTAL INDUSTRIA;Total;Diseño, otros preparativos para producción y/o distribución;2.6
2009;TOTAL SERVICIOS;Menos de 250 empleados;Gastos totales (miles de euros);3705227
2009;TOTAL SERVICIOS;250 y más empleados;Gastos totales (miles de euros);5747931
2009;TOTAL SERVICIOS;Total;Gastos totales (miles de euros);9453157
2009;TOTAL SERVICIOS;Menos de 250 empleados;I+D interna;55.77
2009;TOTAL SERVICIOS;250 y más empleados;I+D interna;26.06
2009;TOTAL SERVICIOS;Total;I+D interna;37.7
2009;TOTAL SERVICIOS;Menos de 250 empleados;Adquisición de  I+D (I+D externa);12.49
2009;TOTAL SERVICIOS;250 y más empleados;Adquisición de  I+D (I+D externa);13.46
2009;TOTAL SERVICIOS;Total;Adquisición de  I+D (I+D externa);13.08
2009;TOTAL SERVICIOS;Menos de 250 empleados;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;24.05
2009;TOTAL SERVICIOS;250 y más empleados;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;43.98
2009;TOTAL SERVICIOS;Total;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;36.17
2009;TOTAL SERVICIOS;Menos de 250 empleados;Adquisición de otros conocimientos externos para innovación;0.98
2009;TOTAL SERVICIOS;250 y más empleados;Adquisición de otros conocimientos externos para innovación;4.33
2009;TOTAL SERVICIOS;Total;Adquisición de otros conocimientos externos para innovación;3.02
2009;TOTAL SERVICIOS;Menos de 250 empleados;Formación para actividades de innovación;0.56
2009;TOTAL SERVICIOS;250 y más empleados;Formación para actividades de innovación;0.65
2009;TOTAL SERVICIOS;Total;Formación para actividades de innovación;0.62
2009;TOTAL SERVICIOS;Menos de 250 empleados;Introducción de innovaciones en el mercado;3.75
2009;TOTAL SERVICIOS;250 y más empleados;Introducción de innovaciones en el mercado;6.82
2009;TOTAL SERVICIOS;Total;Introducción de innovaciones en el mercado;5.61
2009;TOTAL SERVICIOS;Menos de 250 empleados;Diseño, otros preparativos para producción y/o distribución;2.4
2009;TOTAL SERVICIOS;250 y más empleados;Diseño, otros preparativos para producción y/o distribución;4.7
2009;TOTAL SERVICIOS;Total;Diseño, otros preparativos para producción y/o distribución;3.8
2008;TOTAL EMPRESAS;Menos de 250 empleados;Gastos totales (miles de euros);8616998
2008;TOTAL EMPRESAS;250 y más empleados;Gastos totales (miles de euros);11301948
2008;TOTAL EMPRESAS;Total;Gastos totales (miles de euros);19918946
2008;TOTAL EMPRESAS;Menos de 250 empleados;I+D interna;48.38
2008;TOTAL EMPRESAS;250 y más empleados;I+D interna;32.61
2008;TOTAL EMPRESAS;Total;I+D interna;39.43
2008;TOTAL EMPRESAS;Menos de 250 empleados;Adquisición de  I+D (I+D externa);12.43
2008;TOTAL EMPRESAS;250 y más empleados;Adquisición de  I+D (I+D externa);14.81
2008;TOTAL EMPRESAS;Total;Adquisición de  I+D (I+D externa);13.78
2008;TOTAL EMPRESAS;Menos de 250 empleados;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;27.31
2008;TOTAL EMPRESAS;250 y más empleados;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;34.01
2008;TOTAL EMPRESAS;Total;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;31.11
2008;TOTAL EMPRESAS;Menos de 250 empleados;Adquisición de otros conocimientos externos para innovación;0.52
2008;TOTAL EMPRESAS;250 y más empleados;Adquisición de otros conocimientos externos para innovación;8.5
2008;TOTAL EMPRESAS;Total;Adquisición de otros conocimientos externos para innovación;5.04
2008;TOTAL EMPRESAS;Menos de 250 empleados;Formación para actividades de innovación;0.82
2008;TOTAL EMPRESAS;250 y más empleados;Formación para actividades de innovación;1.06
2008;TOTAL EMPRESAS;Total;Formación para actividades de innovación;0.96
2008;TOTAL EMPRESAS;Menos de 250 empleados;Introducción de innovaciones en el mercado;7.17
2008;TOTAL EMPRESAS;250 y más empleados;Introducción de innovaciones en el mercado;5.31
2008;TOTAL EMPRESAS;Total;Introducción de innovaciones en el mercado;6.11
2008;TOTAL EMPRESAS;Menos de 250 empleados;Diseño, otros preparativos para producción y/o distribución;3.38
2008;TOTAL EMPRESAS;250 y más empleados;Diseño, otros preparativos para producción y/o distribución;3.71
2008;TOTAL EMPRESAS;Total;Diseño, otros preparativos para producción y/o distribución;3.57
2008;TOTAL INDUSTRIA;Menos de 250 empleados;Gastos totales (miles de euros);3227689
2008;TOTAL INDUSTRIA;250 y más empleados;Gastos totales (miles de euros);4786424
2008;TOTAL INDUSTRIA;Total;Gastos totales (miles de euros);8014113
2008;TOTAL INDUSTRIA;Menos de 250 empleados;I+D interna;46.34
2008;TOTAL INDUSTRIA;250 y más empleados;I+D interna;42.57
2008;TOTAL INDUSTRIA;Total;I+D interna;44.09
2008;TOTAL INDUSTRIA;Menos de 250 empleados;Adquisición de  I+D (I+D externa);10.5
2008;TOTAL INDUSTRIA;250 y más empleados;Adquisición de  I+D (I+D externa);16.35
2008;TOTAL INDUSTRIA;Total;Adquisición de  I+D (I+D externa);14
2008;TOTAL INDUSTRIA;Menos de 250 empleados;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;32.02
2008;TOTAL INDUSTRIA;250 y más empleados;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;20.91
2008;TOTAL INDUSTRIA;Total;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;25.38
2008;TOTAL INDUSTRIA;Menos de 250 empleados;Adquisición de otros conocimientos externos para innovación;0.41
2008;TOTAL INDUSTRIA;250 y más empleados;Adquisición de otros conocimientos externos para innovación;12.12
2008;TOTAL INDUSTRIA;Total;Adquisición de otros conocimientos externos para innovación;7.41
2008;TOTAL INDUSTRIA;Menos de 250 empleados;Formación para actividades de innovación;0.45
2008;TOTAL INDUSTRIA;250 y más empleados;Formación para actividades de innovación;0.37
2008;TOTAL INDUSTRIA;Total;Formación para actividades de innovación;0.4
2008;TOTAL INDUSTRIA;Menos de 250 empleados;Introducción de innovaciones en el mercado;5.96
2008;TOTAL INDUSTRIA;250 y más empleados;Introducción de innovaciones en el mercado;4.7
2008;TOTAL INDUSTRIA;Total;Introducción de innovaciones en el mercado;5.21
2008;TOTAL INDUSTRIA;Menos de 250 empleados;Diseño, otros preparativos para producción y/o distribución;4.31
2008;TOTAL INDUSTRIA;250 y más empleados;Diseño, otros preparativos para producción y/o distribución;2.98
2008;TOTAL INDUSTRIA;Total;Diseño, otros preparativos para producción y/o distribución;3.52
2008;TOTAL SERVICIOS;Menos de 250 empleados;Gastos totales (miles de euros);4565002
2008;TOTAL SERVICIOS;250 y más empleados;Gastos totales (miles de euros);6322572
2008;TOTAL SERVICIOS;Total;Gastos totales (miles de euros);10887574
2008;TOTAL SERVICIOS;Menos de 250 empleados;I+D interna;54.37
2008;TOTAL SERVICIOS;250 y más empleados;I+D interna;24.06
2008;TOTAL SERVICIOS;Total;I+D interna;36.77
2008;TOTAL SERVICIOS;Menos de 250 empleados;Adquisición de  I+D (I+D externa);11.58
2008;TOTAL SERVICIOS;250 y más empleados;Adquisición de  I+D (I+D externa);13.7
2008;TOTAL SERVICIOS;Total;Adquisición de  I+D (I+D externa);12.81
2008;TOTAL SERVICIOS;Menos de 250 empleados;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;21.71
2008;TOTAL SERVICIOS;250 y más empleados;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;44.59
2008;TOTAL SERVICIOS;Total;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;35
2008;TOTAL SERVICIOS;Menos de 250 empleados;Adquisición de otros conocimientos externos para innovación;0.61
2008;TOTAL SERVICIOS;250 y más empleados;Adquisición de otros conocimientos externos para innovación;5.98
2008;TOTAL SERVICIOS;Total;Adquisición de otros conocimientos externos para innovación;3.73
2008;TOTAL SERVICIOS;Menos de 250 empleados;Formación para actividades de innovación;1.11
2008;TOTAL SERVICIOS;250 y más empleados;Formación para actividades de innovación;1.6
2008;TOTAL SERVICIOS;Total;Formación para actividades de innovación;1.39
2008;TOTAL SERVICIOS;Menos de 250 empleados;Introducción de innovaciones en el mercado;7.65
2008;TOTAL SERVICIOS;250 y más empleados;Introducción de innovaciones en el mercado;5.81
2008;TOTAL SERVICIOS;Total;Introducción de innovaciones en el mercado;6.58
2008;TOTAL SERVICIOS;Menos de 250 empleados;Diseño, otros preparativos para producción y/o distribución;2.97
2008;TOTAL SERVICIOS;250 y más empleados;Diseño, otros preparativos para producción y/o distribución;4.26
2008;TOTAL SERVICIOS;Total;Diseño, otros preparativos para producción y/o distribución;3.72
2007;TOTAL EMPRESAS;Menos de 250 empleados;Gastos totales (miles de euros);8079286
2007;TOTAL EMPRESAS;250 y más empleados;Gastos totales (miles de euros);10015330
2007;TOTAL EMPRESAS;Total;Gastos totales (miles de euros);18094616
2007;TOTAL EMPRESAS;Menos de 250 empleados;I+D interna;46.52
2007;TOTAL EMPRESAS;250 y más empleados;I+D interna;33.99
2007;TOTAL EMPRESAS;Total;I+D interna;39.58
2007;TOTAL EMPRESAS;Menos de 250 empleados;Adquisición de  I+D (I+D externa);13.4
2007;TOTAL EMPRESAS;250 y más empleados;Adquisición de  I+D (I+D externa);17.1
2007;TOTAL EMPRESAS;Total;Adquisición de  I+D (I+D externa);15.45
2007;TOTAL EMPRESAS;Menos de 250 empleados;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;30.45
2007;TOTAL EMPRESAS;250 y más empleados;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;32.43
2007;TOTAL EMPRESAS;Total;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;31.55
2007;TOTAL EMPRESAS;Menos de 250 empleados;Adquisición de otros conocimientos externos para innovación;1.4
2007;TOTAL EMPRESAS;250 y más empleados;Adquisición de otros conocimientos externos para innovación;8.06
2007;TOTAL EMPRESAS;Total;Adquisición de otros conocimientos externos para innovación;5.09
2007;TOTAL EMPRESAS;Menos de 250 empleados;Formación para actividades de innovación;0.87
2007;TOTAL EMPRESAS;250 y más empleados;Formación para actividades de innovación;0.75
2007;TOTAL EMPRESAS;Total;Formación para actividades de innovación;0.8
2007;TOTAL EMPRESAS;Menos de 250 empleados;Introducción de innovaciones en el mercado;5.2
2007;TOTAL EMPRESAS;250 y más empleados;Introducción de innovaciones en el mercado;4.18
2007;TOTAL EMPRESAS;Total;Introducción de innovaciones en el mercado;4.64
2007;TOTAL EMPRESAS;Menos de 250 empleados;Diseño, otros preparativos para producción y/o distribución;2.16
2007;TOTAL EMPRESAS;250 y más empleados;Diseño, otros preparativos para producción y/o distribución;3.49
2007;TOTAL EMPRESAS;Total;Diseño, otros preparativos para producción y/o distribución;2.89
2007;TOTAL INDUSTRIA;Menos de 250 empleados;Gastos totales (miles de euros);3757803
2007;TOTAL INDUSTRIA;250 y más empleados;Gastos totales (miles de euros);4840472
2007;TOTAL INDUSTRIA;Total;Gastos totales (miles de euros);8598275
2007;TOTAL INDUSTRIA;Menos de 250 empleados;I+D interna;41.2
2007;TOTAL INDUSTRIA;250 y más empleados;I+D interna;40.91
2007;TOTAL INDUSTRIA;Total;I+D interna;41.03
2007;TOTAL INDUSTRIA;Menos de 250 empleados;Adquisición de  I+D (I+D externa);11.03
2007;TOTAL INDUSTRIA;250 y más empleados;Adquisición de  I+D (I+D externa);20.16
2007;TOTAL INDUSTRIA;Total;Adquisición de  I+D (I+D externa);16.17
2007;TOTAL INDUSTRIA;Menos de 250 empleados;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;38.92
2007;TOTAL INDUSTRIA;250 y más empleados;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;19.43
2007;TOTAL INDUSTRIA;Total;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;27.95
2007;TOTAL INDUSTRIA;Menos de 250 empleados;Adquisición de otros conocimientos externos para innovación;0.49
2007;TOTAL INDUSTRIA;250 y más empleados;Adquisición de otros conocimientos externos para innovación;11.71
2007;TOTAL INDUSTRIA;Total;Adquisición de otros conocimientos externos para innovación;6.81
2007;TOTAL INDUSTRIA;Menos de 250 empleados;Formación para actividades de innovación;0.53
2007;TOTAL INDUSTRIA;250 y más empleados;Formación para actividades de innovación;0.44
2007;TOTAL INDUSTRIA;Total;Formación para actividades de innovación;0.48
2007;TOTAL INDUSTRIA;Menos de 250 empleados;Introducción de innovaciones en el mercado;5.12
2007;TOTAL INDUSTRIA;250 y más empleados;Introducción de innovaciones en el mercado;4.21
2007;TOTAL INDUSTRIA;Total;Introducción de innovaciones en el mercado;4.61
2007;TOTAL INDUSTRIA;Menos de 250 empleados;Diseño, otros preparativos para producción y/o distribución;2.71
2007;TOTAL INDUSTRIA;250 y más empleados;Diseño, otros preparativos para producción y/o distribución;3.14
2007;TOTAL INDUSTRIA;Total;Diseño, otros preparativos para producción y/o distribución;2.95
2007;TOTAL SERVICIOS;Menos de 250 empleados;Gastos totales (miles de euros);3703052
2007;TOTAL SERVICIOS;250 y más empleados;Gastos totales (miles de euros);5032306
2007;TOTAL SERVICIOS;Total;Gastos totales (miles de euros);8735358
2007;TOTAL SERVICIOS;Menos de 250 empleados;I+D interna;51.93
2007;TOTAL SERVICIOS;250 y más empleados;I+D interna;26.4
2007;TOTAL SERVICIOS;Total;I+D interna;37.22
2007;TOTAL SERVICIOS;Menos de 250 empleados;Adquisición de  I+D (I+D externa);15.2
2007;TOTAL SERVICIOS;250 y más empleados;Adquisición de  I+D (I+D externa);14.36
2007;TOTAL SERVICIOS;Total;Adquisición de  I+D (I+D externa);14.71
2007;TOTAL SERVICIOS;Menos de 250 empleados;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;21.85
2007;TOTAL SERVICIOS;250 y más empleados;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;45.35
2007;TOTAL SERVICIOS;Total;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;35.39
2007;TOTAL SERVICIOS;Menos de 250 empleados;Adquisición de otros conocimientos externos para innovación;2.47
2007;TOTAL SERVICIOS;250 y más empleados;Adquisición de otros conocimientos externos para innovación;4.77
2007;TOTAL SERVICIOS;Total;Adquisición de otros conocimientos externos para innovación;3.79
2007;TOTAL SERVICIOS;Menos de 250 empleados;Formación para actividades de innovación;1.17
2007;TOTAL SERVICIOS;250 y más empleados;Formación para actividades de innovación;1.03
2007;TOTAL SERVICIOS;Total;Formación para actividades de innovación;1.09
2007;TOTAL SERVICIOS;Menos de 250 empleados;Introducción de innovaciones en el mercado;5.54
2007;TOTAL SERVICIOS;250 y más empleados;Introducción de innovaciones en el mercado;4.22
2007;TOTAL SERVICIOS;Total;Introducción de innovaciones en el mercado;4.78
2007;TOTAL SERVICIOS;Menos de 250 empleados;Diseño, otros preparativos para producción y/o distribución;1.85
2007;TOTAL SERVICIOS;250 y más empleados;Diseño, otros preparativos para producción y/o distribución;3.87
2007;TOTAL SERVICIOS;Total;Diseño, otros preparativos para producción y/o distribución;3.01
2006;TOTAL EMPRESAS;Menos de 250 empleados;Gastos totales (miles de euros);6603555
2006;TOTAL EMPRESAS;250 y más empleados;Gastos totales (miles de euros);9929861
2006;TOTAL EMPRESAS;Total;Gastos totales (miles de euros);16533416
2006;TOTAL EMPRESAS;Menos de 250 empleados;I+D interna;46.01
2006;TOTAL EMPRESAS;250 y más empleados;I+D interna;33.79
2006;TOTAL EMPRESAS;Total;I+D interna;38.67
2006;TOTAL EMPRESAS;Menos de 250 empleados;Adquisición de  I+D (I+D externa);13.34
2006;TOTAL EMPRESAS;250 y más empleados;Adquisición de  I+D (I+D externa);16.22
2006;TOTAL EMPRESAS;Total;Adquisición de  I+D (I+D externa);15.07
2006;TOTAL EMPRESAS;Menos de 250 empleados;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;30.89
2006;TOTAL EMPRESAS;250 y más empleados;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;32
2006;TOTAL EMPRESAS;Total;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;31.56
2006;TOTAL EMPRESAS;Menos de 250 empleados;Adquisición de otros conocimientos externos para innovación;1.16
2006;TOTAL EMPRESAS;250 y más empleados;Adquisición de otros conocimientos externos para innovación;8.46
2006;TOTAL EMPRESAS;Total;Adquisición de otros conocimientos externos para innovación;5.54
2006;TOTAL EMPRESAS;Menos de 250 empleados;Formación para actividades de innovación;0.81
2006;TOTAL EMPRESAS;250 y más empleados;Formación para actividades de innovación;1.03
2006;TOTAL EMPRESAS;Total;Formación para actividades de innovación;0.94
2006;TOTAL EMPRESAS;Menos de 250 empleados;Introducción de innovaciones en el mercado;5.83
2006;TOTAL EMPRESAS;250 y más empleados;Introducción de innovaciones en el mercado;5.49
2006;TOTAL EMPRESAS;Total;Introducción de innovaciones en el mercado;5.63
2006;TOTAL EMPRESAS;Menos de 250 empleados;Diseño, otros preparativos para producción y/o distribución;1.97
2006;TOTAL EMPRESAS;250 y más empleados;Diseño, otros preparativos para producción y/o distribución;3.01
2006;TOTAL EMPRESAS;Total;Diseño, otros preparativos para producción y/o distribución;2.59
2006;TOTAL INDUSTRIA;Menos de 250 empleados;Gastos totales (miles de euros);3027874
2006;TOTAL INDUSTRIA;250 y más empleados;Gastos totales (miles de euros);5080398
2006;TOTAL INDUSTRIA;Total;Gastos totales (miles de euros);8108272
2006;TOTAL INDUSTRIA;Menos de 250 empleados;I+D interna;40.51
2006;TOTAL INDUSTRIA;250 y más empleados;I+D interna;42.48
2006;TOTAL INDUSTRIA;Total;I+D interna;41.74
2006;TOTAL INDUSTRIA;Menos de 250 empleados;Adquisición de  I+D (I+D externa);11.37
2006;TOTAL INDUSTRIA;250 y más empleados;Adquisición de  I+D (I+D externa);18.52
2006;TOTAL INDUSTRIA;Total;Adquisición de  I+D (I+D externa);15.85
2006;TOTAL INDUSTRIA;Menos de 250 empleados;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;41.3
2006;TOTAL INDUSTRIA;250 y más empleados;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;18.45
2006;TOTAL INDUSTRIA;Total;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;26.98
2006;TOTAL INDUSTRIA;Menos de 250 empleados;Adquisición de otros conocimientos externos para innovación;0.77
2006;TOTAL INDUSTRIA;250 y más empleados;Adquisición de otros conocimientos externos para innovación;10.94
2006;TOTAL INDUSTRIA;Total;Adquisición de otros conocimientos externos para innovación;7.14
2006;TOTAL INDUSTRIA;Menos de 250 empleados;Formación para actividades de innovación;0.6
2006;TOTAL INDUSTRIA;250 y más empleados;Formación para actividades de innovación;0.42
2006;TOTAL INDUSTRIA;Total;Formación para actividades de innovación;0.49
2006;TOTAL INDUSTRIA;Menos de 250 empleados;Introducción de innovaciones en el mercado;3.32
2006;TOTAL INDUSTRIA;250 y más empleados;Introducción de innovaciones en el mercado;6.25
2006;TOTAL INDUSTRIA;Total;Introducción de innovaciones en el mercado;5.16
2006;TOTAL INDUSTRIA;Menos de 250 empleados;Diseño, otros preparativos para producción y/o distribución;2.12
2006;TOTAL INDUSTRIA;250 y más empleados;Diseño, otros preparativos para producción y/o distribución;2.95
2006;TOTAL INDUSTRIA;Total;Diseño, otros preparativos para producción y/o distribución;2.64
2006;TOTAL SERVICIOS;Menos de 250 empleados;Gastos totales (miles de euros);3134902
2006;TOTAL SERVICIOS;250 y más empleados;Gastos totales (miles de euros);4731631
2006;TOTAL SERVICIOS;Total;Gastos totales (miles de euros);7866533
2006;TOTAL SERVICIOS;Menos de 250 empleados;I+D interna;52.97
2006;TOTAL SERVICIOS;250 y más empleados;I+D interna;23.85
2006;TOTAL SERVICIOS;Total;I+D interna;35.45
2006;TOTAL SERVICIOS;Menos de 250 empleados;Adquisición de  I+D (I+D externa);14.64
2006;TOTAL SERVICIOS;250 y más empleados;Adquisición de  I+D (I+D externa);13.94
2006;TOTAL SERVICIOS;Total;Adquisición de  I+D (I+D externa);14.22
2006;TOTAL SERVICIOS;Menos de 250 empleados;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;19.2
2006;TOTAL SERVICIOS;250 y más empleados;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;46.67
2006;TOTAL SERVICIOS;Total;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;35.72
2006;TOTAL SERVICIOS;Menos de 250 empleados;Adquisición de otros conocimientos externos para innovación;1.46
2006;TOTAL SERVICIOS;250 y más empleados;Adquisición de otros conocimientos externos para innovación;5.99
2006;TOTAL SERVICIOS;Total;Adquisición de otros conocimientos externos para innovación;4.19
2006;TOTAL SERVICIOS;Menos de 250 empleados;Formación para actividades de innovación;1.05
2006;TOTAL SERVICIOS;250 y más empleados;Formación para actividades de innovación;1.69
2006;TOTAL SERVICIOS;Total;Formación para actividades de innovación;1.43
2006;TOTAL SERVICIOS;Menos de 250 empleados;Introducción de innovaciones en el mercado;8.75
2006;TOTAL SERVICIOS;250 y más empleados;Introducción de innovaciones en el mercado;4.78
2006;TOTAL SERVICIOS;Total;Introducción de innovaciones en el mercado;6.36
2006;TOTAL SERVICIOS;Menos de 250 empleados;Diseño, otros preparativos para producción y/o distribución;1.91
2006;TOTAL SERVICIOS;250 y más empleados;Diseño, otros preparativos para producción y/o distribución;3.08
2006;TOTAL SERVICIOS;Total;Diseño, otros preparativos para producción y/o distribución;2.62
2005;TOTAL EMPRESAS;Menos de 250 empleados;Gastos totales (miles de euros);5502355
2005;TOTAL EMPRESAS;250 y más empleados;Gastos totales (miles de euros);8133595
2005;TOTAL EMPRESAS;Total;Gastos totales (miles de euros);13635950
2005;TOTAL EMPRESAS;Menos de 250 empleados;I+D interna;41.97
2005;TOTAL EMPRESAS;250 y más empleados;I+D interna;36.88
2005;TOTAL EMPRESAS;Total;I+D interna;38.93
2005;TOTAL EMPRESAS;Menos de 250 empleados;Adquisición de  I+D (I+D externa);13.48
2005;TOTAL EMPRESAS;250 y más empleados;Adquisición de  I+D (I+D externa);19.85
2005;TOTAL EMPRESAS;Total;Adquisición de  I+D (I+D externa);17.28
2005;TOTAL EMPRESAS;Menos de 250 empleados;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;35.7
2005;TOTAL EMPRESAS;250 y más empleados;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;26.75
2005;TOTAL EMPRESAS;Total;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;30.37
2005;TOTAL EMPRESAS;Menos de 250 empleados;Adquisición de otros conocimientos externos para innovación;0.9
2005;TOTAL EMPRESAS;250 y más empleados;Adquisición de otros conocimientos externos para innovación;5.76
2005;TOTAL EMPRESAS;Total;Adquisición de otros conocimientos externos para innovación;3.8
2005;TOTAL EMPRESAS;Menos de 250 empleados;Formación para actividades de innovación;0.94
2005;TOTAL EMPRESAS;250 y más empleados;Formación para actividades de innovación;0.66
2005;TOTAL EMPRESAS;Total;Formación para actividades de innovación;0.77
2005;TOTAL EMPRESAS;Menos de 250 empleados;Introducción de innovaciones en el mercado;5.41
2005;TOTAL EMPRESAS;250 y más empleados;Introducción de innovaciones en el mercado;6.09
2005;TOTAL EMPRESAS;Total;Introducción de innovaciones en el mercado;5.82
2005;TOTAL EMPRESAS;Menos de 250 empleados;Diseño, otros preparativos para producción y/o distribución;1.59
2005;TOTAL EMPRESAS;250 y más empleados;Diseño, otros preparativos para producción y/o distribución;4
2005;TOTAL EMPRESAS;Total;Diseño, otros preparativos para producción y/o distribución;3.03
2005;TOTAL INDUSTRIA;Menos de 250 empleados;Gastos totales (miles de euros);2815479
2005;TOTAL INDUSTRIA;250 y más empleados;Gastos totales (miles de euros);4860187
2005;TOTAL INDUSTRIA;Total;Gastos totales (miles de euros);7675666
2005;TOTAL INDUSTRIA;Menos de 250 empleados;I+D interna;39.8
2005;TOTAL INDUSTRIA;250 y más empleados;I+D interna;38.57
2005;TOTAL INDUSTRIA;Total;I+D interna;39.02
2005;TOTAL INDUSTRIA;Menos de 250 empleados;Adquisición de  I+D (I+D externa);12.51
2005;TOTAL INDUSTRIA;250 y más empleados;Adquisición de  I+D (I+D externa);23.99
2005;TOTAL INDUSTRIA;Total;Adquisición de  I+D (I+D externa);19.78
2005;TOTAL INDUSTRIA;Menos de 250 empleados;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;39.38
2005;TOTAL INDUSTRIA;250 y más empleados;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;21.14
2005;TOTAL INDUSTRIA;Total;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;27.83
2005;TOTAL INDUSTRIA;Menos de 250 empleados;Adquisición de otros conocimientos externos para innovación;0.9
2005;TOTAL INDUSTRIA;250 y más empleados;Adquisición de otros conocimientos externos para innovación;5.85
2005;TOTAL INDUSTRIA;Total;Adquisición de otros conocimientos externos para innovación;4.03
2005;TOTAL INDUSTRIA;Menos de 250 empleados;Formación para actividades de innovación;0.47
2005;TOTAL INDUSTRIA;250 y más empleados;Formación para actividades de innovación;0.47
2005;TOTAL INDUSTRIA;Total;Formación para actividades de innovación;0.47
2005;TOTAL INDUSTRIA;Menos de 250 empleados;Introducción de innovaciones en el mercado;5.13
2005;TOTAL INDUSTRIA;250 y más empleados;Introducción de innovaciones en el mercado;7.06
2005;TOTAL INDUSTRIA;Total;Introducción de innovaciones en el mercado;6.35
2005;TOTAL INDUSTRIA;Menos de 250 empleados;Diseño, otros preparativos para producción y/o distribución;1.81
2005;TOTAL INDUSTRIA;250 y más empleados;Diseño, otros preparativos para producción y/o distribución;2.91
2005;TOTAL INDUSTRIA;Total;Diseño, otros preparativos para producción y/o distribución;2.5
2005;TOTAL SERVICIOS;Menos de 250 empleados;Gastos totales (miles de euros);2368871
2005;TOTAL SERVICIOS;250 y más empleados;Gastos totales (miles de euros);3195232
2005;TOTAL SERVICIOS;Total;Gastos totales (miles de euros);5564103
2005;TOTAL SERVICIOS;Menos de 250 empleados;I+D interna;47.26
2005;TOTAL SERVICIOS;250 y más empleados;I+D interna;33.75
2005;TOTAL SERVICIOS;Total;I+D interna;39.5
2005;TOTAL SERVICIOS;Menos de 250 empleados;Adquisición de  I+D (I+D externa);12.97
2005;TOTAL SERVICIOS;250 y más empleados;Adquisición de  I+D (I+D externa);13.66
2005;TOTAL SERVICIOS;Total;Adquisición de  I+D (I+D externa);13.37
2005;TOTAL SERVICIOS;Menos de 250 empleados;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;29.45
2005;TOTAL SERVICIOS;250 y más empleados;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;35.57
2005;TOTAL SERVICIOS;Total;Adquisición de maquinaria, equipos y hardware o software avanzados y edificios;32.96
2005;TOTAL SERVICIOS;Menos de 250 empleados;Adquisición de otros conocimientos externos para innovación;1.02
2005;TOTAL SERVICIOS;250 y más empleados;Adquisición de otros conocimientos externos para innovación;5.75
2005;TOTAL SERVICIOS;Total;Adquisición de otros conocimientos externos para innovación;3.74
2005;TOTAL SERVICIOS;Menos de 250 empleados;Formación para actividades de innovación;1.52
2005;TOTAL SERVICIOS;250 y más empleados;Formación para actividades de innovación;0.95
2005;TOTAL SERVICIOS;Total;Formación para actividades de innovación;1.19
2005;TOTAL SERVICIOS;Menos de 250 empleados;Introducción de innovaciones en el mercado;6.3
2005;TOTAL SERVICIOS;250 y más empleados;Introducción de innovaciones en el mercado;4.7
2005;TOTAL SERVICIOS;Total;Introducción de innovaciones en el mercado;5.38
2005;TOTAL SERVICIOS;Menos de 250 empleados;Diseño, otros preparativos para producción y/o distribución;1.48
2005;TOTAL SERVICIOS;250 y más empleados;Diseño, otros preparativos para producción y/o distribución;5.62
2005;TOTAL SERVICIOS;Total;Diseño, otros preparativos para producción y/o distribución;3.86
